zipcode,city,female,male
74610 Honkaranta   ,Kiuruvesi ,89,109
74630 Heinäkylä   ,Kiuruvesi ,110,117
74640 Sulkavanjärvi   ,Kiuruvesi ,76,97
74670 Rapakkojoki   ,Kiuruvesi ,58,62
74680 Myllyniemi   ,Kiuruvesi ,212,245
74700 Kiuruvesi Keskus   ,Kiuruvesi ,3201,3102
74720 Niemiskylä   ,Kiuruvesi ,126,110
74740 Aittojärvi   ,Kiuruvesi ,143,175
74770 Kalliokylä   ,Kiuruvesi ,34,33
74840 Koppeloharju   ,Kiuruvesi ,121,145
74940 Remeskylä-Tihilänkangas   ,Kiuruvesi ,59,72
74980 Tihilänkangas   ,Kiuruvesi ,15,24
75500 Nurmes Keskus   ,Nurmes ,2116,2163
75530 Porokylä   ,Nurmes ,1487,1359
75650 Savikylä   ,Nurmes ,191,245
75680 Ylä-Luosta   ,Rautavaara ,49,63
75700 Valtimo Keskus   ,Valtimo ,732,710
75710 Karhunpää   ,Valtimo ,131,155
75740 Pajukoski   ,Valtimo ,52,66
75770 Puukari   ,Valtimo ,85,108
75790 Rumo   ,Valtimo ,40,50
75840 Ylä-Valtimo   ,Valtimo ,78,86
75890 Saramo-Petäiskylä-Mujejärvi   ,Nurmes ,30,42
75930 Petäiskylä   ,Nurmes ,21,27
75940 Mujejärvi   ,Nurmes ,0,0
75970 Kohtavaara   ,Nurmes ,47,61
75990 Höljäkkä   ,Nurmes ,60,71
76100 Pieksämäki Keskus   ,Pieks?m?ki ,3040,2691
76120 Kontiopuisto   ,Pieks?m?ki ,1012,998
76130 Pappilanmäki   ,Pieks?m?ki ,507,481
76150 Länsirinne   ,Pieks?m?ki ,1668,1485
76280 Partaharju   ,Pieks?m?ki ,81,77
76620 Pyhitty   ,Pieks?m?ki ,74,72
76780 Lamminmäki   ,Pieks?m?ki ,55,59
76850 Naarajärvi   ,Pieks?m?ki ,1458,1477
76940 Nenonpelto   ,Pieks?m?ki ,109,116
77110 Paltanen   ,Pieks?m?ki ,48,35
77120 Venetmäki   ,Pieks?m?ki ,80,92
77140 Huumala   ,Pieks?m?ki ,42,44
77220 Neuvola   ,Pieks?m?ki ,77,84
77240 Halkokumpu   ,Pieks?m?ki ,74,72
77320 Hurskaala   ,Pieks?m?ki ,33,38
77330 Virtasalmi Keskus   ,Pieks?m?ki ,325,335
77350 Montola   ,Pieks?m?ki ,108,141
77380 Kantala   ,Mikkeli ,74,80
77430 Siikamäki   ,Pieks?m?ki ,169,214
77460 Maavesi   ,Joroinen ,158,202
77480 Savuniemi   ,Joroinen ,15,24
77520 Haapakoski-Partaharju   ,Pieks?m?ki ,94,97
77570 Jäppilä Keskus   ,Pieks?m?ki ,381,391
77580 Tihusniemi   ,Pieks?m?ki ,69,86
77600 Suonenjoki Keskus   ,Suonenjoki ,3341,3294
77630 Lempyy   ,Suonenjoki ,101,113
77690 Suontee   ,Suonenjoki ,60,60
77700 Rautalampi Keskus   ,Rautalampi ,1304,1243
77770 Myhinpää   ,Rautalampi ,54,65
77800 Iisvesi   ,Suonenjoki ,261,275
77910 Vaajasalmi   ,Rautalampi ,44,55
77930 Kerkonjoensuu   ,Rautalampi ,191,220
77960 Pakarila   ,Rautalampi ,0,0
78200 Varkaus Keskus   ,Lepp?virta ,2403,2097
78210 Kuoppakangas   ,Varkaus ,855,808
78250 Päiviönsaari   ,Varkaus ,524,490
78300 Kommila   ,Varkaus ,1118,1116
78310 Puurtila   ,Lepp?virta ,564,600
78400 Luttila   ,Varkaus ,629,661
78480 Timola   ,Lepp?virta ,243,295
78500 Pitkälänniemi-Könönpelto   ,Varkaus ,1242,1262
78610 Kurola   ,Varkaus ,117,124
78710 Akonlahti   ,Varkaus ,325,377
78850 Käpykangas   ,Joroinen ,1546,1470
78870 Kaura-Aho   ,Varkaus ,1192,1195
78880 Kuvansi   ,Joroinen ,622,618
78900 Ruokokoski   ,Varkaus ,108,112
79100 Leppävirta Keskus   ,Lepp?virta ,2845,2715
79130 Sorsakoski   ,Lepp?virta ,502,513
79140 Kotalahti   ,Lepp?virta ,161,193
79150 Konnuslahti-Valkeamäki   ,Lepp?virta ,179,211
79160 Saamaiskylä   ,Lepp?virta ,27,36
79180 Tuppurinmäki   ,Lepp?virta ,15,24
79190 Valkeamäki   ,Lepp?virta ,15,20
79230 Moninmäki   ,Lepp?virta ,22,37
79255 Kurjala-Moninmäki   ,Lepp?virta ,67,84
79265 Puponmäki   ,Lepp?virta ,49,58
79330 Näädänmaa   ,Lepp?virta ,41,48
79350 Itä-Soisalo   ,Lepp?virta ,44,47
79410 Niinimäki   ,Lepp?virta ,72,69
79480 Kangaslampi Keskus   ,Varkaus ,286,314
79520 Viljolahti   ,Varkaus ,63,87
79600 Joroinen Keskus   ,Joroinen ,1303,1265
79620 Huutokoski   ,Joroinen ,103,110
79630 Kolma   ,Joroinen ,116,120
79660 Kerisalo   ,Joroinen ,80,101
79680 Lahnalahti   ,Joroinen ,56,82
79690 Kaitainen   ,Joroinen ,90,97
79700 Heinävesi Keskus   ,Hein?vesi ,1199,1173
79810 Karvion kanava   ,Hein?vesi ,117,114
79820 Varistaipale   ,Hein?vesi ,43,60
79830 Palokki   ,Hein?vesi ,49,35
79850 Uusi-Valamo   ,Hein?vesi ,0,0
79860 Suuraho - Uusi-Valamo   ,Hein?vesi ,68,110
79885 Etelä-Petruma   ,Hein?vesi ,35,45
79895 Sarvikumpu   ,Hein?vesi ,45,66
79910 Kerma   ,Hein?vesi ,114,142
79940 Vihtari-Poikiinaho   ,Hein?vesi ,65,96
"80100 Joensuu Keskus, Pohjoinen   ",Joensuu ,5090,4191
80110 Joensuu Keskus Eteläinen   ,Joensuu ,2577,1998
80130 Kanervala   ,Kontiolahti ,1253,1226
80140 Noljakka   ,Joensuu ,4304,4226
80160 Rantakylä-Latola   ,Joensuu ,5403,5029
80170 Utra   ,Joensuu ,1868,1903
80200 Niinivaara   ,Joensuu ,2357,1999
80210 Sairaala-alue   ,Joensuu ,0,0
80220 Penttilä   ,Joensuu ,1665,1631
80230 Hukanhauta   ,Joensuu ,2690,2560
80260 Kettuvaara   ,Joensuu ,2323,2192
80330 Reijola   ,Joensuu ,1182,1163
80400 Ylämylly   ,Liperi ,2757,2676
80510 Onttola-Kunnasniemi   ,Kontiolahti ,607,671
80710 Lehmo   ,Kontiolahti ,2762,2764
80770 Kontiolahti as   ,Kontiolahti ,369,388
80780 Kontioniemi   ,Kontiolahti ,201,186
80790 Kontioranta-Kontioniemi   ,Kontiolahti ,33,40
80850 Paihola   ,Kontiolahti ,252,291
80910 Kulho   ,Kontiolahti ,786,839
81100 Kontiolahti   ,Kontiolahti ,1486,1376
81120 Katajaranta   ,Kontiolahti ,213,226
81160 Romppala-Riihikangas   ,Kontiolahti ,102,142
81200 Eno Keskus   ,Joensuu ,1430,1389
81210 Louhioja   ,Joensuu ,151,163
81220 Jakokoski   ,Kontiolahti ,342,378
81230 Mönni   ,Kontiolahti ,73,85
81235 Lehtoi   ,Kontiolahti ,148,145
81260 Ahveninen   ,Joensuu ,81,88
81270 Paukkaja   ,Joensuu ,60,64
81280 Uimaharju   ,Joensuu ,820,877
81290 Ukkola   ,Joensuu ,107,131
81295 Haapalahti   ,Joensuu ,68,86
81320 Kuismavaara   ,Joensuu ,12,21
81330 Luhtapohja   ,Joensuu ,43,47
81350 Tokrajärvi   ,Ilomantsi ,65,76
81360 Sarvinki   ,Joensuu ,37,69
81390 Revonkylä   ,Joensuu ,37,55
81420 Tyrjänsaari   ,Ilomantsi ,38,38
81430 Kivilahti   ,Ilomantsi ,24,48
81450 Huhus-Käenkoski   ,Ilomantsi ,44,54
81460 Käenkoski   ,Ilomantsi ,0,0
81470 Naarva   ,Ilomantsi ,23,35
81560 Vuonisjärvi   ,Lieksa ,87,103
81570 Kelvä   ,Lieksa ,46,65
81590 Vuonislahti   ,Lieksa ,71,83
81650 Hattuvaara   ,Lieksa ,62,100
81660 Lehmikylä   ,Lieksa ,0,0
81700 Lieksa Keskus   ,Lieksa ,2902,2709
81720 Mähkö-Timitra   ,Lieksa ,1409,1472
81750 Pankakoski   ,Lieksa ,407,475
81810 Jamali   ,Lieksa ,147,179
81820 Kylänlahti   ,Lieksa ,148,188
81850 Mätäsvaara   ,Lieksa ,57,82
81860 Viekijärvi   ,Lieksa ,165,196
81950 Pankajärvi   ,Lieksa ,40,48
81970 Jongunjoki-Pankajärvi   ,Lieksa ,80,95
82110 Heinävaara   ,Joensuu ,508,579
82120 Keskijärvi   ,Joensuu ,104,116
82140 Kiihtelysvaara Keskus   ,Joensuu ,462,483
82160 Oskola   ,Joensuu ,36,32
82170 Uskali   ,Joensuu ,22,33
82180 Huhtilampi   ,Joensuu ,35,48
82200 Hammaslahti   ,Joensuu ,1538,1641
82210 Suhmura   ,Joensuu ,268,264
82220 Niittylahti   ,Joensuu ,1049,1076
82290 Nieminen   ,R??kkyl? ,184,223
82300 Rääkkylä Keskus   ,R??kkyl? ,519,464
82310 Oravisalo-Varpasalo   ,R??kkyl? ,130,148
82335 Rasivaara   ,R??kkyl? ,287,373
82350 Tikkala   ,Tohmaj?rvi ,158,191
82360 Onkamo   ,Tohmaj?rvi ,208,234
82380 Tolosenmäki   ,Kitee ,222,240
82395 Haarajärvi   ,Kitee ,82,81
82430 Puhos-Leinovaara   ,Kitee ,435,455
82460 Hummovaara   ,Kitee ,53,60
82490 Heinoniemi   ,Kitee ,55,71
82500 Kitee Keskus   ,Kitee ,3159,2964
82510 Kiteenlahti   ,Kitee ,120,146
82580 Juurikka   ,Kitee ,168,208
82590 Närsäkkälä   ,Kitee ,61,71
82600 Tohmajärvi Keskus   ,Tohmaj?rvi ,1431,1451
82655 Värtsilä Keskus   ,Tohmaj?rvi ,158,182
82660 Uusi-Värtsilä   ,Tohmaj?rvi ,109,117
82670 Kaurila   ,Tohmaj?rvi ,47,57
82675 Niirala-Jänisjoki   ,Tohmaj?rvi ,58,64
82685 Littilä   ,Tohmaj?rvi ,91,109
82710 Kovero   ,Joensuu ,217,228
82730 Tuupovaara Keskus-Pirttiaho   ,Joensuu ,385,383
82750 Öllölä   ,Joensuu ,46,67
82760 Hoilola   ,Joensuu ,47,49
82770 Kaustajärvi   ,Tohmaj?rvi ,0,0
82815 Marjovaara   ,Joensuu ,62,87
82820 Maukkula   ,Ilomantsi ,113,142
82830 Haukivaara   ,Ilomantsi ,41,59
82840 Pirttiaho   ,Joensuu ,14,20
82850 Kinnasniemi   ,Joensuu ,26,43
82865 Kokinvaara-Mannervaara   ,Joensuu ,13,23
82870 Luutalahti   ,Joensuu ,15,19
82880 Mannervaara   ,Joensuu ,0,0
82900 Ilomantsi Keskus   ,Ilomantsi ,2000,1857
82915 Sonkaja   ,Ilomantsi ,94,107
82960 Lehtovaara-Kuikkalampi   ,Ilomantsi ,50,75
82967 Hattu   ,Ilomantsi ,35,48
82980 Möhkö   ,Ilomantsi ,37,43
83100 Liperi Keskus   ,Liperi ,1308,1270
83130 Salokylä   ,Liperi ,193,203
83140 Puromäki   ,Liperi ,55,71
83150 Roukalahti   ,Liperi ,110,108
83160 Tutjunniemi   ,Liperi ,65,95
83320 Risti-Juojärvi   ,Liperi ,39,38
83330 Kaatamo   ,Liperi ,110,126
83340 Kaarnalampi   ,Liperi ,37,49
83400 Viinijärvi   ,Liperi ,710,762
83430 Käsämä   ,Liperi ,276,320
83450 Vaivio   ,Liperi ,169,188
83460 Harinjärvi   ,Liperi ,154,157
83480 Ahonkylä   ,Liperi ,88,99
83500 Outokumpu Keskus   ,Outokumpu ,3150,3041
83550 Kokonvaara   ,Outokumpu ,77,87
83630 Kuusjärvi   ,Outokumpu ,196,213
83660 Varislahti   ,Outokumpu ,125,153
83700 Polvijärvi Keskus   ,Polvij?rvi ,1243,1232
83720 Kuorevaara   ,Polvij?rvi ,136,150
83750 Sotkuma   ,Polvij?rvi ,262,275
83760 Sola   ,Polvij?rvi ,40,50
83780 Horsmanaho   ,Polvij?rvi ,104,123
83825 Kinahmo   ,Polvij?rvi ,137,140
83830 Hukkala   ,Polvij?rvi ,60,65
83835 Ruvaslahti   ,Polvij?rvi ,114,130
83840 Saarivaara   ,Polvij?rvi ,24,36
83855 Martonvaara-Sammakkovaara   ,Polvij?rvi ,75,83
83870 Polvela-Timovaara   ,Juuka ,91,117
83880 Kajoo   ,Juuka ,80,104
83900 Juuka Keskus   ,Juuka ,1886,1777
83910 Paalasmaa   ,Juuka ,36,37
83915 Vihtasuo   ,Juuka ,0,0
83940 Nunnanlahti   ,Juuka ,154,205
83950 Ahmovaara   ,Juuka ,196,271
83960 Koli   ,Lieksa ,116,143
83985 Tuopanjoki   ,Juuka ,0,0
84100 Ylivieska Keskus   ,Ylivieska ,6681,6597
84460 Tuomiperä   ,Ylivieska ,85,115
84540 Vähäkangas   ,Ylivieska ,277,310
84650 Kantokylä   ,Ylivieska ,105,119
84770 Isokoski   ,Ylivieska ,47,54
84880 Raudaskylä   ,Ylivieska ,300,357
85100 Kalajoki Keskus   ,Kalajoki ,3564,3487
85120 Metsä   ,Kalajoki ,134,168
85140 Tynkä   ,Kalajoki ,420,427
85150 Typpö   ,Kalajoki ,153,172
85160 Rautio   ,Kalajoki ,281,333
85180 Rahja   ,Kalajoki ,228,248
85200 Alavieska Keskus   ,Alavieska ,1043,1104
85210 Kähtävä   ,Alavieska ,116,125
85230 Talus   ,Alavieska ,116,154
85310 Sievi Asemanseutu   ,Sievi ,264,287
85320 Markkula   ,Sievi ,127,138
85340 Jyrinki   ,Sievi ,348,411
85410 Sievi Keskus   ,Sievi ,1039,1011
85430 Koivisto   ,Sievi ,295,311
85450 Joenkylä   ,Sievi ,129,149
85470 Kiiskilampi   ,Sievi ,249,288
85500 Nivala Keskus   ,Nivala ,3779,3739
85540 Mönkö   ,Nivala ,267,310
85560 Ainastalo   ,Nivala ,205,269
85580 Karvoskylä   ,Nivala ,306,388
85620 Sarja   ,Nivala ,136,144
85630 Sarjanahde   ,Nivala ,283,324
85640 Maliskylä   ,Nivala ,244,268
85660 Ruuskankylä   ,Nivala ,81,92
85710 Parkkila   ,Haapaj?rvi ,162,211
85730 Tulppo   ,Haapaj?rvi ,59,75
85800 Haapajärvi Keskus   ,Haapaj?rvi ,2880,2887
85820 Oksava   ,Haapaj?rvi ,408,472
85840 Kuona   ,Haapaj?rvi ,141,179
85900 Reisjärvi Keskus   ,Reisj?rvi ,1023,1033
85930 Kangaskylä-Tolpankangas   ,Reisj?rvi ,79,88
85940 Räisälänmäki   ,Reisj?rvi ,119,138
85980 Köyhänperä   ,Reisj?rvi ,170,193
86100 Pyhäjoki Keskus   ,Pyh?joki ,925,958
86110 Parhalahti   ,Pyh?joki ,173,191
86160 Pirttikoski   ,Pyh?joki ,149,164
86170 Yppäri   ,Pyh?joki ,279,304
86210 Petäjäskoski   ,Oulainen ,97,108
86220 Merijärvi Keskus   ,Merij?rvi ,388,447
86230 Ylipää   ,Merij?rvi ,70,79
86240 Pyhänkoski   ,Merij?rvi ,87,107
86300 Oulainen Keskus   ,Oulainen ,3498,3292
86350 Kilpua   ,Oulainen ,62,67
86360 Ilveskorpi   ,Raahe ,100,118
86400 Vihanti Keskus   ,Raahe ,845,900
86440 Lampinsaari   ,Raahe ,134,131
86460 Alpua   ,Raahe ,187,205
86470 Lumimetsä   ,Raahe ,92,106
86480 Karhukangas   ,Haapavesi ,29,25
86510 Matkaniva   ,Oulainen ,143,158
86530 Annonen   ,Oulainen ,91,95
86550 Mieluskylä   ,Haapavesi ,180,213
86600 Haapavesi Keskus   ,Haapavesi ,2721,2752
86650 Kytökylä-Joutenniva   ,Haapavesi ,232,275
86680 Vatjusjärvi   ,Haapavesi ,218,253
86690 Karsikas   ,Haapavesi ,79,98
86710 Kärsämäki Keskus   ,K?rs?m?ki ,1266,1364
86790 Venetpalo   ,K?rs?m?ki ,0,0
86800 Pyhäsalmi   ,Pyh?j?rvi ,2153,2102
86810 Pellikkaperä   ,Pyh?j?rvi ,83,88
86850 Hiidenniemi   ,Pyh?j?rvi ,114,128
86870 Vesikoski   ,Pyh?j?rvi ,119,138
86900 Pyhäkumpu   ,Pyh?j?rvi ,239,259
86980 Väliaho   ,Pyh?j?rvi ,30,34
87100 Kajaani Keskus   ,Kajaani ,3377,2623
87150 Purola   ,Kajaani ,1157,1174
87200 Teppana   ,Kajaani ,2163,1880
87250 Kättö-Kätönlahti   ,Kajaani ,2203,2195
87300 Palokangas   ,Kajaani ,589,522
87400 Petäisenniska   ,Kajaani ,900,896
87500 Lehtikangas   ,Kajaani ,2971,2962
87700 Lohtaja-Kettu   ,Kajaani ,1948,2211
87800 Vuoreslahti   ,Kajaani ,428,500
87830 Nakertaja   ,Kajaani ,742,788
87850 Paltaniemi   ,Kajaani ,244,267
87900 Karankalahti   ,Kajaani ,215,255
87910 Linnantaus   ,Kajaani ,250,268
87930 Salmijärvi   ,Kajaani ,215,152
87950 Kuluntalahti   ,Kajaani ,466,458
87970 Jormua   ,Kajaani ,237,249
88120 Tuhkakylä   ,Sotkamo ,38,49
88200 Otanmäki-Kytökoski   ,Kajaani ,462,519
88270 Vuolijoki Keskus   ,Kajaani ,441,467
88300 Paltamo Keskus   ,Paltamo ,1123,1162
88310 Melalahti   ,Paltamo ,105,114
88340 Manamansalo   ,Vaala ,36,59
88350 Kivesjärvi   ,Paltamo ,52,57
88380 Mieslahti   ,Paltamo ,115,129
88400 Ristijärvi Keskus-Hiisijärvi   ,Ristij?rvi ,592,645
88440 Jokikylä   ,Ristij?rvi ,31,31
88460 Hiisijärvi   ,Ristij?rvi ,22,31
88470 Kontiomäki   ,Paltamo ,252,288
88490 Pohjavaara   ,Sotkamo ,122,129
88530 Paakki   ,Sotkamo ,48,66
88600 Sotkamo Keskus   ,Sotkamo ,3335,3128
88610 Vuokatti   ,Sotkamo ,1281,1319
88615 Vuokatin Urheiluopisto   ,Sotkamo ,0,0
88620 Korholanmäki   ,Sotkamo ,236,258
88640 Ontojoki   ,Sotkamo ,42,40
88670 Juurikkalahti-Maanselkä   ,Sotkamo ,95,99
88690 Maanselkä   ,Sotkamo ,19,30
88730 Ylä-Vieksi   ,Kuhmo ,60,79
88740 Härmänkylä-Iivantiira   ,Kuhmo ,36,52
88760 Iivantiira   ,Kuhmo ,63,96
88820 Katerma   ,Kuhmo ,0,0
88900 Kuhmo Keskus   ,Kuhmo ,3939,4093
88930 Lentiira-Kuumu   ,Kuhmo ,122,180
88940 Kuumu   ,Kuhmo ,0,0
89110 Törmänmäki   ,Puolanka ,22,30
89140 Kotila-Törmänmäki   ,Puolanka ,32,56
89200 Puolanka Keskus   ,Puolanka ,1146,1187
89210 Puokiovaara   ,Puolanka ,24,33
89320 Joukokylä   ,Puolanka ,49,75
89330 Suolijärvi   ,Puolanka ,29,39
89400 Hyrynsalmi Keskus   ,Hyrynsalmi ,1025,1085
89430 Hoikka   ,Hyrynsalmi ,22,26
89440 Sakara   ,Suomussalmi ,48,50
89540 Moisiovaara   ,Hyrynsalmi ,87,118
89560 Karhuvaara   ,Hyrynsalmi ,40,34
89600 Ämmänsaari   ,Suomussalmi ,2744,2612
89610 Jumaliskylä   ,Suomussalmi ,24,33
89640 Pesiökylä   ,Suomussalmi ,55,63
89660 Takalo   ,Suomussalmi ,48,55
89670 Näljänkä   ,Suomussalmi ,95,140
89680 Vaaranniva   ,Suomussalmi ,39,57
89730 Ahjola   ,Suomussalmi ,13,18
89740 Kianta   ,Suomussalmi ,21,29
89760 Piispajärvi-Peranka-Kaikkoinen   ,Suomus,43,64
89770 Peranka   ,Suomussalmi ,19,17
89780 Kaikkonen   ,Suomussalmi ,26,36
89800 Suomussalmi Keskus   ,Suomussalmi ,673,775
89830 Ala-Vuokki   ,Suomussalmi ,21,31
89840 Ylä-Vuokki   ,Suomussalmi ,28,44
89920 Ruhtinansalmi   ,Suomussalmi ,171,197
90100 Oulu Keskus   ,Oulu ,4398,3682
90120 Heinäpää   ,Oulu ,3564,3149
90130 Raksila   ,Oulu ,3428,2840
90140 Karjasilta   ,Oulu ,1734,1409
90150 Höyhtyä   ,Oulu ,2897,2898
90220 Kontinkangas   ,Oulu ,357,315
90230 Värttö-Maikkula   ,Oulu ,3925,3461
90240 Iinatti   ,Oulu ,3164,3105
90250 Kaukovainio   ,Oulu ,3352,3299
90310 Madekoski   ,Oulu ,1387,1456
90400 Äimärautio   ,Oulu ,566,460
90410 Kaakkuri   ,Oulu ,2113,2156
90420 Metsokangas   ,Oulu ,5183,5200
90440 Kempele Keskus   ,Kempele ,4714,4559
90450 Honkanen   ,Kempele ,3781,3817
90460 Oulunsalo Keskus   ,Oulu ,4318,4447
90470 Varjakka   ,Oulu ,603,652
90480 Hailuoto   ,Hailuoto ,480,508
90500 Tuira   ,Oulu ,4464,3754
90510 Hietasaari   ,Oulu ,927,830
90520 Taskila-Toppila   ,Oulu ,2472,2700
90530 Välivainio   ,Oulu ,2879,2873
90540 Kuivasjärvi   ,Oulu ,5628,5810
90550 Pyykkösjärvi-Puolivälikangas   ,Oulu ,2313,2122
90560 Koskela-Oulu   ,Oulu ,1507,1451
90570 Kaijonharju-Linnanmaa   ,Oulu ,3213,4054
90580 Rajakylä   ,Oulu ,2177,2320
90590 Teknologiakylä   ,Oulu ,0,0
90620 Rusko-Heikinharju   ,Oulu ,240,310
90630 Korvensuora   ,Oulu ,3386,3587
90650 Haapalehto   ,Oulu ,5310,5206
90660 Sanginsuu   ,Oulu ,302,345
90670 Hiukkavaara   ,Oulu ,567,591
90800 Pateniemi   ,Oulu ,4080,4100
90810 Kiviniemi   ,Oulu ,1458,1462
90820 Kello   ,Oulu ,1616,1710
90830 Haukipudas Keskus   ,Oulu ,4237,4113
90840 Haukipudas Asemanseutu   ,Oulu ,952,1046
90850 Martinniemi   ,Oulu ,1131,1171
90860 Halosenniemi   ,Oulu ,260,285
90900 Kiiminki Keskus   ,Oulu ,3357,3428
90910 Kontio   ,Oulu ,801,895
90940 Jääli   ,Oulu ,2474,2600
91100 Ii Keskus   ,Ii ,3215,3285
91110 Ii Asemanseutu   ,Ii ,420,463
91140 Olhava   ,Ii ,157,225
91150 Yli-Olhava   ,Ii ,74,92
91200 Yli-Ii Keskus   ,Oulu ,628,670
91210 Jakkukylä   ,Oulu ,214,258
91240 Tannila   ,Oulu ,94,107
91260 Pahkakoski-Räinä   ,Oulu ,54,77
91300 Ylikiiminki Keskus   ,Oulu ,1528,1758
91310 Arkala   ,Oulu ,101,123
91410 Jokirinne   ,Muhos ,498,526
91430 Leppiniemi   ,Muhos ,70,73
91500 Muhos Keskus   ,Muhos ,3569,3729
91510 Rova   ,Muhos ,253,230
91560 Kylmälänkylä   ,Muhos ,58,72
91600 Utajärvi Keskus   ,Utaj?rvi ,1036,1067
91620 Sanginkylä   ,Utaj?rvi ,79,109
91630 Juorkuna   ,Utaj?rvi ,43,55
91640 Särkijärvi   ,Utaj?rvi ,48,56
91660 Ahmas   ,Utaj?rvi ,121,163
91670 Rokua   ,Muhos ,0,0
91700 Vaala Keskus-Oterma   ,Vaala ,801,768
91710 Jylhämä   ,Vaala ,27,26
91720 Oterma   ,Vaala ,25,42
91730 Kankari   ,Vaala ,50,60
91740 Jaalanka-Liminpuro   ,Vaala ,50,76
91750 Liminpuro   ,Vaala ,24,36
91760 Säräisniemi   ,Vaala ,143,148
91780 Neittävä   ,Vaala ,48,58
91790 Nuojua   ,Vaala ,73,88
91800 Tyrnävä   ,Tyrn?v? ,2867,3012
91900 Liminka Keskus   ,Liminka ,2979,3138
91910 Tupos   ,Liminka ,1617,1652
91930 Ala-Temmes   ,Liminka ,228,237
91950 Temmes   ,Liminka ,340,326
91980 Lumijoki   ,Lumijoki ,980,1041
92100 Raahe Keskus   ,Raahe ,2131,1905
92120 Ollinsaari-Mestauskallio   ,Raahe ,1410,1630
92130 Isoholmi-Antinkangas   ,Raahe ,1617,1603
92140 Pattijoki Keskus   ,Raahe ,3062,3216
92150 Kummatti-Junnilanmäki   ,Raahe ,658,677
92160 Saloinen   ,Raahe ,857,923
92180 Lapaluoto   ,Raahe ,70,75
92210 Arkkukari   ,Raahe ,460,481
92220 Piehinki   ,Raahe ,320,345
92230 Mattilanperä   ,Raahe ,114,125
92240 Lasikangas   ,Raahe ,137,166
92260 Kopsa   ,Raahe ,139,160
92320 Siikajoki Keskus   ,Siikajoki ,509,546
92330 Karinkanta   ,Siikajoki ,92,126
92350 Revonlahti   ,Siikajoki ,369,423
92400 Ruukki Keskus   ,Siikajoki ,838,876
92430 Paavola-Huumola   ,Siikajoki ,481,518
92440 Saarikoski   ,Siikajoki ,13,23
92450 Luohua   ,Siikajoki ,169,179
92470 Tuomioja   ,Siikajoki ,121,140
92500 Rantsila Keskus   ,Siikalatva ,699,833
92520 Sipola   ,Siikalatva ,31,40
92530 Mankila   ,Siikalatva ,83,91
92600 Pulkkila Keskus   ,Siikalatva ,581,601
92610 Vorna   ,Siikalatva ,43,53
92620 Piippola Keskus   ,Siikalatva ,431,495
92640 Leskelä   ,Siikalatva ,81,111
92650 Laakkola   ,Siikalatva ,85,97
92700 Kestilä   ,Siikalatva ,616,683
92810 Pelsonsuo   ,Vaala ,83,89
92830 Veneheitto   ,Vaala ,112,149
92910 Tavastkenkä   ,Pyh?nt? ,120,165
92920 Ahokylä   ,Pyh?nt? ,31,42
92930 Pyhäntä   ,Pyh?nt? ,591,625
93100 Pudasjärvi Keskus   ,Pudasj?rvi ,2509,2493
93140 Kipinä   ,Pudasj?rvi ,200,275
93160 Hetejärvi   ,Pudasj?rvi ,100,149
93170 Yli-Kollaja   ,Pudasj?rvi ,49,61
93180 Ikosenniemi   ,Pudasj?rvi ,0,0
93187 Ala-Siurua   ,Pudasj?rvi ,63,77
93190 Yli-Siurua-Ikosenniemi   ,Pudasj?rvi ,48,69
93195 Kokkokylä   ,Pudasj?rvi ,25,37
93220 Livo   ,Pudasj?rvi ,51,47
93225 Pärjänsuo   ,Pudasj?rvi ,110,130
93240 Rytinki   ,Pudasj?rvi ,54,70
93250 Sarajärvi   ,Pudasj?rvi ,113,129
93270 Sotkajärvi   ,Pudasj?rvi ,208,258
93277 Iinattijärvi   ,Pudasj?rvi ,58,97
93280 Syöte   ,Pudasj?rvi ,106,131
93290 Pintamo   ,Pudasj?rvi ,44,47
93350 Jaurakkajärvi   ,Pudasj?rvi ,66,80
93390 Puhoskylä   ,Pudasj?rvi ,88,126
93400 Taivalkoski Keskus   ,Taivalkoski ,1561,1625
93420 Jurmu   ,Taivalkoski ,102,139
93440 Loukusa   ,Taivalkoski ,18,33
93470 Inget   ,Taivalkoski ,57,87
93540 Tyrövaara   ,Taivalkoski ,148,206
93590 Vanhala   ,Taivalkoski ,79,131
93600 Kuusamo Keskus   ,Kuusamo ,5443,5219
93630 Kuoliovaara   ,Kuusamo ,75,85
93680 Vasaraperä   ,Kuusamo ,63,69
93730 Poussu   ,Kuusamo ,21,19
93760 Kemilä-Murtovaara-Teeriranta   ,Kuusamo ,0,0
93780 Teeriranta   ,Kuusamo ,0,0
93820 Aikkila-Rukatunturi   ,Kuusamo ,62,71
93830 Rukatunturi   ,Kuusamo ,139,134
93840 Patoniemi   ,Kuusamo ,0,0
93850 Käylä-Patoniemi   ,Kuusamo ,112,135
93920 Määttälänvaara   ,Kuusamo ,61,78
93940 Vuotunki   ,Kuusamo ,40,48
93990 Kärpänkylä   ,Kuusamo ,0,0
93999 Kuusamo   ,Kuusamo ,1606,2014
94100 Kemi Keskus   ,Kemi ,3551,2904
94200 Torvinen-Vainio   ,Kemi ,1261,1253
94300 Pajusaari   ,Kemi ,142,181
94400 Keminmaa Keskus   ,Keminmaa ,1415,1341
94430 Kaakamo   ,Tornio ,471,511
